43.230.220.1,2525,40088
14.17.64.1,5756,40089
43.254.228.1,2908,40090
118.191.128.1,2172,40091
43.243.24.1,430,40092
14.1.99.1,1212,40093
202.179.240.1,1077,40094
36.27.208.1,21660,40095
