103.126.124.1,5618,40008
111.223.240.1,28824,40009
43.230.136.1,290,40010
103.105.56.1,1134,40011
103.215.102.1,2622,40012
103.198.196.1,256,40013
103.49.12.1,2156,40014
103.235.136.1,9483,40015
