103.235.136.1,9483,40016
103.230.200.1,18946,40017
103.68.128.1,30525,40018
114.118.16.1,29644,40019
27.36.113.1,24828,40020
49.79.224.1,2964,40021
103.94.200.1,1638,40022
103.94.12.1,12030,40023
