167.220.244.1,9872,40056
103.105.200.1,29028,40057
103.72.120.1,1401,40058
103.114.28.1,1241,40059
103.204.72.1,352,40060
103.86.88.1,2545,40061
103.95.68.1,347,40062
223.255.236.1,11884,40063
