36.36.0.1,29032,40104
139.220.194.1,19426,40105
202.75.222.1,2202,40106
202.91.230.1,767,40107
202.91.248.1,310,40108
101.4.0.1,2135,40109
121.192.0.1,245,40110
27.39.0.1,8547,40111
