~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,13.58.240.169,OH-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,206.189.156.225,SGP-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,142.93.173.127,DEU-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,52.62.247.88,AUS-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,52.90.209.164,VG-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,139.59.30.168,IND-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,18.179.203.167,JPN-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,52.67.194.125,BRA-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,34.217.77.209,OR-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,13.48.6.9,SWE-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,ubuntu,13.125.44.223,KOR-AWS-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,159.203.44.95,CAN-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,138.197.195.141,SF-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,134.209.25.12,GBR-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,104.248.124.123,NY-DGO-O2C
~/Dropbox/pkeys/tencent_cvm_key.pem,root,185.180.199.28,RUS-KSV-O2C
