49.235.150.181,SH-TEC-O2C,80,5005,2019-10-18 22:35:30,13
118.24.187.203,CD-TEC-O2C,80,5004,2019-10-18 22:33:00,15
47.106.39.99,SZ-ALI-O2C,80,5003,2019-10-18 22:30:30,15
120.27.63.95,QD-ALI-O2C,80,5002,2019-10-18 22:28:00,14
39.104.142.116,HHHT-ALI-O2C,80,5001,2019-10-18 22:25:30,15
202.112.51.44,BJ-THU-EU,80,5009,2019-10-18 22:45:30,5
110.240.220.182,SJZ-CU-HM,80,5000,2019-10-18 22:23:00,13
