49.235.150.181,SH-TEC-O2C,80,5001,2019-10-18 22:25:30,18
152.136.179.250,BJ-TEC-O2C,80,5009,2019-10-18 22:45:30,18
118.24.187.203,CD-TEC-O2C,80,5000,2019-10-18 22:23:00,18
94.191.27.50,CQ-TEC-O2C,80,5008,2019-10-18 22:43:00,18
116.62.118.239,HZ-ALI-O2C,80,5007,2019-10-18 22:40:30,18
39.100.112.63,ZJK-ALI-O2C,80,5006,2019-10-18 22:38:00,18
202.112.51.44,BJ-THU-EU,80,5005,2019-10-18 22:35:30,5
