49.235.150.181,SH-TEC-O2C,80,5002,2019-10-18 22:28:00,18
118.24.187.203,CD-TEC-O2C,80,5001,2019-10-18 22:25:30,16
94.191.27.50,CQ-TEC-O2C,80,5009,2019-10-18 22:45:30,16
47.106.39.99,SZ-ALI-O2C,80,5000,2019-10-18 22:23:00,16
116.62.118.239,HZ-ALI-O2C,80,5008,2019-10-18 22:43:00,16
39.100.112.63,ZJK-ALI-O2C,80,5007,2019-10-18 22:40:30,16
202.112.51.44,BJ-THU-EU,80,5006,2019-10-18 22:38:00,5
