1.180.0.1,11142,40010
220.160.0.1,17718,40011
42.56.0.1,7498,40012
110.72.0.1,16396,40013
119.18.192.1,11474,40014
182.50.125.1,13397,40015
103.81.96.1,5262,40016
202.91.238.1,12655,40017
211.155.234.1,11574,40018
103.6.220.1,3730,40019
