150.242.96.1,1443,40090
175.102.180.1,2764,40091
182.50.112.1,2247,40092
218.98.100.1,62,40093
221.130.0.1,502,40094
118.126.18.1,11909,40095
175.102.10.1,8752,40096
210.16.190.1,8713,40097
1.93.0.1,31837,40098
103.90.190.1,6073,40099
