13.236.85.19,AUS-AWS-VPN,7000,astrill-us1,209.95.60.176
18.191.17.54,OH-AWS-VPN,8000,astrill-us1,209.95.60.176
142.93.117.107,NY-DGO-VPN,9000,astrill-us1,209.95.60.176
167.99.179.103,CAN-DGO-VPN,10000,astrill-us1,209.95.60.176
46.101.254.170,DEU-DGO-VPN,11000,astrill-us1,209.95.60.176
206.189.92.28,SGP-DGO-VPN,12000,astrill-us1,209.95.60.176
13.48.58.114,SWE-AWS-VPN,5000,astrill-us1,209.95.60.176
52.13.102.211,OR-AWS-VPN,6000,astrill-us1,209.95.60.176
