13.58.240.169,OH-AWS-O2C,33456,80,2019-05-02 12:52:00
13.58.240.169,OH-AWS-O2C,33457,443,2019-05-02 12:53:05
13.58.240.169,OH-AWS-O2C,33458,1087,2019-05-02 12:54:10
13.58.240.169,OH-AWS-O2C,33459,5208,2019-05-02 12:55:15
206.189.156.225,SGP-DGO-O2C,33460,80,2019-05-02 12:56:20
206.189.156.225,SGP-DGO-O2C,33461,443,2019-05-02 12:57:25
206.189.156.225,SGP-DGO-O2C,33462,1088,2019-05-02 12:58:30
206.189.156.225,SGP-DGO-O2C,33463,5208,2019-05-02 12:59:35
142.93.173.127,DEU-DGO-O2C,33464,80,2019-05-02 12:52:00
142.93.173.127,DEU-DGO-O2C,33465,443,2019-05-02 12:53:05
142.93.173.127,DEU-DGO-O2C,33466,1089,2019-05-02 12:54:10
142.93.173.127,DEU-DGO-O2C,33467,5208,2019-05-02 12:55:15
139.59.30.168,IND-DGO-O2C,33468,80,2019-05-02 12:56:20
139.59.30.168,IND-DGO-O2C,33469,443,2019-05-02 12:57:25
139.59.30.168,IND-DGO-O2C,33470,1090,2019-05-02 12:58:30
139.59.30.168,IND-DGO-O2C,33471,5208,2019-05-02 12:59:35
159.203.44.95,CAN-DGO-O2C,33472,80,2019-05-03 12:52:00
159.203.44.95,CAN-DGO-O2C,33473,443,2019-05-03 12:53:05
159.203.44.95,CAN-DGO-O2C,33474,1091,2019-05-03 12:54:10
159.203.44.95,CAN-DGO-O2C,33475,5208,2019-05-03 12:55:15
138.197.195.141,SF-DGO-O2C,33476,80,2019-05-03 12:56:20
138.197.195.141,SF-DGO-O2C,33477,443,2019-05-03 12:57:25
138.197.195.141,SF-DGO-O2C,33478,1092,2019-05-03 12:58:30
138.197.195.141,SF-DGO-O2C,33479,5208,2019-05-03 12:59:35
134.209.25.12,GBR-DGO-O2C,33480,80,2019-05-03 12:52:00
134.209.25.12,GBR-DGO-O2C,33481,443,2019-05-03 12:53:05
134.209.25.12,GBR-DGO-O2C,33482,1093,2019-05-03 12:54:10
134.209.25.12,GBR-DGO-O2C,33483,5208,2019-05-03 12:55:15
104.248.124.123,NY-DGO-O2C,33484,80,2019-05-03 12:56:20
104.248.124.123,NY-DGO-O2C,33485,443,2019-05-03 12:57:25
104.248.124.123,NY-DGO-O2C,33486,1094,2019-05-03 12:58:30
104.248.124.123,NY-DGO-O2C,33487,5208,2019-05-03 12:59:35
