47.111.22.62,HZ-ALI-O2C,80,33484,2019-05-03 15:17:20
47.111.22.62,HZ-ALI-O2C,443,33485,2019-05-03 15:18:25
47.111.22.62,HZ-ALI-O2C,8388,33486,2019-05-03 15:19:30
47.111.22.62,HZ-ALI-O2C,5206,33487,2019-05-03 15:20:35
47.104.83.176,QD-ALI-O2C,80,33480,2019-05-03 15:13:00
47.104.83.176,QD-ALI-O2C,443,33481,2019-05-03 15:14:05
47.104.83.176,QD-ALI-O2C,8388,33482,2019-05-03 15:15:10
47.104.83.176,QD-ALI-O2C,5207,33483,2019-05-03 15:16:15
47.92.234.125,ZJK-ALI-O2C,80,33476,2019-05-03 15:17:20
47.92.234.125,ZJK-ALI-O2C,443,33477,2019-05-03 15:18:25
47.92.234.125,ZJK-ALI-O2C,8388,33478,2019-05-03 15:19:30
47.92.234.125,ZJK-ALI-O2C,5208,33479,2019-05-03 15:20:35
39.104.168.133,HHHT-ALI-O2C,80,33472,2019-05-03 15:13:00
39.104.168.133,HHHT-ALI-O2C,443,33473,2019-05-03 15:14:05
39.104.168.133,HHHT-ALI-O2C,8388,33474,2019-05-03 15:15:10
39.104.168.133,HHHT-ALI-O2C,5201,33475,2019-05-03 15:16:15
gggkso.zicp.vip,SJZ-CU-HM,80,33468,2019-05-02 15:17:20
gggkso.zicp.vip,SJZ-CU-HM,443,33469,2019-05-02 15:18:25
gggkso.zicp.vip,SJZ-CU-HM,8388,33470,2019-05-02 15:19:30
gggkso.zicp.vip,SJZ-CU-HM,5202,33471,2019-05-02 15:20:35
nanjing-cu-hm-kayodi.duckdns.org,Nanjing-CU-HM,80,33464,2019-05-02 15:13:00
nanjing-cu-hm-kayodi.duckdns.org,Nanjing-CU-HM,443,33465,2019-05-02 15:14:05
nanjing-cu-hm-kayodi.duckdns.org,Nanjing-CU-HM,8388,33466,2019-05-02 15:15:10
nanjing-cu-hm-kayodi.duckdns.org,Nanjing-CU-HM,5203,33467,2019-05-02 15:16:15
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,80,33460,2019-05-02 15:17:20
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,443,33461,2019-05-02 15:18:25
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,8388,33462,2019-05-02 15:19:30
tianjin-cu-hm-kayodi.duckdns.org,Tianjin-CU-HM,5204,33463,2019-05-02 15:20:35
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,80,33456,2019-05-02 15:13:00
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,443,33457,2019-05-02 15:14:05
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,8388,33458,2019-05-02 15:15:10
xiamen-ct-hm-kayodi.duckdns.org,Xiamen-CT-HM,5205,33459,2019-05-02 15:16:15
