52.13.102.211,OR-AWS-VPN,6000,astrill-us,173.254.249.244
13.236.85.19,AUS-AWS-VPN,7000,astrill-us,173.254.249.244
18.191.17.54,OH-AWS-VPN,8000,astrill-us,173.254.249.244
142.93.117.107,NY-DGO-VPN,9000,astrill-us,173.254.249.244
167.99.179.103,CAN-DGO-VPN,10000,astrill-us,173.254.249.244
46.101.254.170,DEU-DGO-VPN,11000,astrill-us,173.254.249.244
206.189.92.28,SGP-DGO-VPN,12000,astrill-us,173.254.249.244
13.48.58.114,SWE-AWS-VPN,5000,astrill-us,173.254.249.244
