159.203.44.95,CAN-DGO-O2C,5000,80,2019-04-26 21:00:00
138.197.195.141,SF-DGO-O2C,5001,80,2019-04-26 21:01:00
134.209.25.12,GBR-DGO-O2C,5002,80,2019-04-26 21:02:00
104.248.124.123,NY-DGO-O2C,5003,80,2019-04-26 21:03:00
