206.189.156.225 SGP-DGO-O2C 80 33460
206.189.156.225 SGP-DGO-O2C 443 33461
206.189.156.225 SGP-DGO-O2C 8838 33462
206.189.156.225 SGP-DGO-O2C 5207 33463
