206.189.156.225 SGP-DGO-O2C 80 33460
206.189.156.225 SGP-DGO-O2C 443 33461
206.189.156.225 SGP-DGO-O2C 8838 1081
206.189.156.225 SGP-DGO-O2C 5203 33463
